event_id,customer_id,date,event_type
197,480,2024-03-16,visita
198,250,2025-06-03,click
199,191,2025-08-14,checkout
200,689,2024-08-25,visita
201,474,2025-01-18,visita
202,238,2025-07-16,click
203,359,2024-10-23,click
204,63,2024-07-05,visita
205,369,2024-03-12,visita
206,551,2025-03-14,visita
207,468,2025-02-19,visita
208,321,2024-12-10,visita
209,410,2024-06-26,click
210,228,2024-06-16,visita
211,265,2024-10-20,visita
212,266,2025-02-21,visita
213,117,2025-08-01,visita
214,361,2024-02-14,checkout
215,26,2024-04-27,visita
216,619,2025-09-04,visita
217,402,2025-06-07,click
218,434,2024-08-22,click
219,470,2025-01-14,click
220,193,2025-03-27,click
221,556,2025-05-21,visita
222,209,2025-06-30,visita
223,548,2025-06-24,visita
224,569,2025-01-04,visita
225,78,2025-07-01,visita
226,642,2025-02-15,visita
227,652,2024-07-07,visita
228,415,2025-05-18,visita
229,769,2024-06-22,visita
230,349,2025-04-05,click
231,52,2025-01-12,click
232,368,2024-10-30,visita
233,642,2024-12-13,visita
234,82,2025-08-19,visita
235,444,2024-03-29,carrito
236,180,2025-05-30,visita
237,103,2024-08-28,checkout
238,518,2024-08-17,visita
239,77,2024-07-03,visita
240,679,2025-08-11,visita
241,516,2024-08-08,visita
242,660,2024-11-30,visita
243,215,2024-08-25,visita
244,153,2025-05-27,visita
245,42,2024-06-19,visita
246,637,2024-07-25,click
247,305,2025-07-22,click
248,52,2024-01-09,click
249,721,2025-09-02,visita
250,309,2024-10-17,visita
251,485,2024-01-31,carrito
252,157,2025-05-01,visita
253,304,2024-11-03,visita
254,677,2024-12-23,carrito
255,67,2024-07-03,visita
256,212,2024-12-31,visita
257,310,2024-11-24,visita
258,341,2024-01-05,click
259,477,2025-02-23,visita
260,576,2024-03-06,visita
261,715,2024-01-02,click
262,109,2025-07-01,visita
263,270,2024-07-02,visita
264,192,2025-03-11,visita
265,171,2024-06-26,visita
266,688,2025-08-18,visita
267,432,2024-06-19,click
268,752,2025-01-13,click
269,12,2025-07-07,visita
270,413,2024-12-31,visita
271,605,2025-01-27,checkout
272,393,2025-03-25,visita
273,669,2024-07-26,click
274,752,2024-11-16,visita
275,356,2024-02-24,click
276,787,2024-08-28,visita
277,561,2024-04-29,visita
278,327,2025-06-08,visita
279,235,2024-01-05,soporte
280,187,2024-08-08,click
281,576,2024-05-08,click
282,754,2024-11-09,visita
283,539,2025-01-12,visita
284,788,2025-09-09,click
285,785,2024-12-13,soporte
286,76,2024-12-06,click
287,377,2025-05-08,visita
288,510,2025-07-12,carrito
289,629,2025-06-18,visita
290,327,2024-11-10,carrito
291,534,2025-02-16,visita
292,477,2025-07-20,click
293,335,2025-04-07,visita
294,478,2024-04-24,visita
295,548,2025-06-26,visita
296,252,2024-01-22,click
297,587,2025-08-15,visita
298,150,2024-04-05,visita
299,644,2025-07-07,click
300,783,2024-10-29,visita
301,410,2024-06-17,visita
302,164,2025-08-08,visita
303,26,2024-11-16,carrito
304,131,2024-02-11,visita
305,703,2024-07-10,click
306,786,2024-01-27,visita
307,162,2025-08-31,click
308,340,2024-02-03,checkout
309,116,2024-03-11,click
310,373,2024-01-30,click
311,140,2024-02-07,click
312,559,2024-08-26,visita
313,10,2025-02-23,carrito
314,434,2025-05-04,visita
315,57,2025-08-24,visita
316,86,2024-04-14,visita
317,606,2025-04-02,visita
318,229,2024-01-29,visita
319,143,2024-01-05,visita
320,588,2025-03-20,visita
321,448,2025-02-19,visita
322,59,2024-08-03,checkout
323,201,2024-09-08,click
324,1,2025-09-15,visita
325,41,2025-07-18,click
326,326,2024-03-02,click
327,162,2025-01-22,click
328,764,2024-02-26,carrito
329,447,2025-06-06,visita
330,589,2025-09-03,click
331,575,2024-05-06,visita
332,205,2025-06-06,visita
333,105,2024-11-30,visita
334,749,2025-01-21,visita
335,455,2025-01-25,click
336,94,2024-01-07,visita
337,789,2024-05-17,visita
338,455,2024-10-25,visita
339,55,2025-02-03,click
340,613,2025-06-18,click
341,127,2024-09-10,click
342,547,2024-03-22,visita
343,106,2025-04-04,visita
344,776,2025-01-29,visita
345,639,2025-02-23,carrito
346,174,2025-06-04,visita
347,237,2025-09-01,visita
348,263,2025-08-21,click
349,249,2024-08-06,click
350,525,2024-05-16,visita
351,335,2025-02-28,click
352,111,2024-06-25,visita
353,655,2025-05-19,visita
354,711,2024-10-18,carrito
355,172,2025-08-25,click
356,404,2025-07-31,visita
357,192,2024-12-13,click
358,381,2024-10-22,visita
359,152,2025-01-26,carrito
360,545,2025-06-09,carrito
361,166,2024-06-07,visita
362,284,2024-09-22,click
363,399,2024-01-17,click
364,239,2025-09-07,visita
365,710,2025-02-18,visita
366,401,2024-10-21,visita
367,385,2024-03-31,visita
368,507,2024-08-02,visita
369,484,2024-03-29,checkout
370,59,2024-06-06,visita
371,764,2025-08-19,checkout
372,789,2024-12-18,visita
373,626,2024-11-21,carrito
374,255,2025-03-09,click
375,65,2025-06-23,click
376,767,2024-09-18,visita
377,159,2025-09-02,click
378,324,2024-04-22,carrito
379,65,2024-07-18,visita
380,79,2024-08-30,visita
381,531,2025-04-12,checkout
382,756,2024-11-04,visita
383,351,2025-08-09,visita
384,108,2024-06-27,visita
385,614,2024-03-23,checkout
386,310,2024-11-03,carrito
387,490,2024-02-21,visita
388,781,2024-12-08,visita
389,73,2024-04-30,click
390,565,2024-09-01,visita
391,734,2025-04-20,visita
392,200,2025-08-07,visita
393,391,2025-02-24,visita
394,40,2024-12-25,click
395,467,2025-04-15,visita
396,257,2024-07-09,carrito
397,574,2025-05-28,visita
398,124,2025-02-05,visita
399,565,2025-07-10,visita
400,339,2024-09-06,click
401,106,2025-08-23,click
402,256,2025-02-12,visita
403,496,2025-03-03,click
404,292,2024-11-21,visita
405,265,2024-08-17,visita
406,117,2025-01-08,visita
407,147,2025-04-03,visita
408,138,2025-06-08,carrito
409,472,2025-08-22,visita
410,756,2024-12-23,visita
411,431,2024-01-03,visita
412,494,2024-05-15,carrito
413,266,2025-02-02,visita
414,567,2025-03-02,visita
415,249,2025-06-23,visita
416,232,2024-10-30,click
417,51,2025-02-01,carrito
418,662,2024-11-15,click
419,544,2025-08-02,visita
420,408,2024-03-22,visita
421,740,2024-03-20,visita
422,265,2024-06-19,visita
423,116,2024-05-25,click
424,249,2024-01-20,visita
425,264,2025-04-18,carrito
426,29,2024-04-26,click
427,295,2024-12-01,visita
428,251,2024-12-16,visita
429,437,2024-12-02,visita
430,673,2025-03-25,click
431,118,2024-07-04,visita
432,546,2025-04-13,visita
433,146,2024-11-02,soporte
434,263,2024-10-18,carrito
435,279,2025-03-02,carrito
436,734,2025-02-05,carrito
437,200,2024-01-17,visita
438,499,2024-11-09,visita
439,618,2024-01-25,click
440,416,2025-02-20,click
441,157,2024-01-21,visita
442,626,2025-06-01,visita
443,157,2024-09-02,visita
444,94,2024-01-01,carrito
445,800,2024-05-23,click
446,125,2025-07-19,carrito
447,572,2025-04-21,visita
448,345,2024-11-05,click
449,313,2024-01-02,click
450,128,2025-02-09,visita
451,28,2024-12-31,visita
452,639,2024-07-24,visita
453,238,2025-09-03,click
454,68,2024-06-16,visita
455,9,2024-07-21,visita
456,707,2025-06-11,visita
457,288,2024-02-26,click
458,449,2024-10-27,carrito
459,282,2025-03-27,visita
460,462,2024-04-03,carrito
461,461,2024-09-27,click
462,72,2025-03-23,checkout
463,16,2024-01-18,visita
464,386,2025-08-22,visita
465,695,2025-06-23,visita
466,622,2024-01-10,visita
467,341,2024-08-10,click
468,431,2024-01-13,visita
469,294,2024-06-10,carrito
470,320,2025-01-18,carrito
471,265,2024-10-11,checkout
472,64,2025-02-06,visita
473,501,2024-08-18,visita
474,8,2025-04-18,click
475,730,2024-02-22,click
476,676,2025-04-18,visita
477,722,2024-09-14,visita
478,375,2024-07-19,visita
479,396,2024-07-20,click
480,584,2025-02-14,visita
481,371,2025-08-23,click
482,191,2024-07-02,click
483,91,2024-05-22,carrito
484,347,2024-05-11,click
485,351,2025-08-10,visita
486,191,2024-02-17,visita
487,566,2024-09-01,visita
488,95,2025-03-12,visita
489,713,2024-06-26,visita
490,88,2025-05-14,click
491,795,2025-07-15,carrito
492,36,2025-05-03,visita
493,486,2025-03-21,click
494,729,2024-03-11,visita
495,716,2025-08-21,visita
496,181,2024-09-29,visita
497,370,2024-09-25,visita
498,732,2024-06-06,carrito
499,206,2024-05-20,visita
500,441,2024-11-17,visita
501,246,2025-07-13,click
502,581,2024-12-05,soporte
503,636,2025-01-02,click
504,743,2025-02-27,carrito
505,616,2024-03-14,visita
506,478,2025-04-11,click
507,46,2024-01-06,visita
508,466,2025-08-04,visita
509,35,2025-07-25,visita
510,545,2025-06-04,carrito
511,236,2024-11-14,visita
512,540,2025-08-18,visita
513,734,2025-08-16,visita
514,477,2024-06-13,visita
515,510,2025-08-01,click
516,219,2025-03-24,carrito
517,486,2025-09-13,visita
518,317,2024-12-31,visita
519,513,2024-12-17,visita
520,523,2025-02-19,checkout
521,76,2025-01-08,click
522,196,2024-12-05,visita
523,474,2025-04-30,visita
524,771,2024-10-30,click
525,136,2024-04-23,visita
526,699,2024-01-16,visita
527,771,2024-09-07,carrito
528,384,2024-05-18,visita
529,261,2025-06-29,visita
530,537,2025-07-30,carrito
531,261,2024-04-03,visita
532,711,2024-04-21,click
533,593,2025-06-19,visita
534,783,2024-03-28,carrito
535,187,2025-01-03,click
536,235,2024-11-27,click
537,28,2024-01-18,click
538,283,2024-03-14,visita
539,300,2025-06-12,click
540,349,2024-05-19,click
541,328,2025-05-24,visita
542,786,2024-12-31,visita
543,327,2025-04-21,click
544,182,2024-06-09,visita
545,418,2024-11-16,visita
546,188,2024-06-06,visita
547,171,2024-05-20,click
548,242,2024-03-28,click
549,381,2024-04-28,click
550,124,2025-05-23,visita
551,196,2024-06-29,carrito
552,721,2025-01-05,visita
553,772,2024-12-27,visita
554,598,2024-04-04,visita
555,456,2024-03-27,checkout
556,433,2025-04-22,visita
557,434,2024-12-13,visita
558,792,2024-06-27,visita
559,204,2024-07-15,click
560,614,2024-10-07,soporte
561,97,2025-08-11,click
562,125,2024-03-23,carrito
563,94,2025-05-15,visita
564,464,2025-07-30,click
565,65,2024-11-19,click
566,592,2024-02-28,click
567,777,2025-04-20,visita
568,48,2025-05-16,checkout
569,506,2025-05-15,visita
570,505,2025-08-05,visita
571,563,2025-07-10,visita
572,393,2025-02-13,visita
573,524,2024-09-13,soporte
574,8,2025-07-01,visita
575,64,2025-06-28,visita
576,188,2025-06-19,visita
577,216,2024-01-06,carrito
578,259,2025-05-10,visita
579,288,2024-12-12,carrito
580,108,2025-01-04,click
581,358,2024-12-26,visita
582,474,2025-01-05,visita
583,85,2024-12-26,carrito
584,146,2024-10-25,visita
585,525,2024-04-29,carrito
586,18,2024-07-09,click
587,126,2024-02-13,checkout
588,563,2024-09-19,visita
589,730,2024-08-31,visita
590,656,2024-03-14,carrito
591,704,2024-12-18,visita
592,363,2025-07-06,visita
593,595,2024-07-27,checkout
594,264,2024-04-18,visita
595,552,2024-03-20,visita
596,63,2024-03-21,click
597,196,2024-05-05,visita
598,355,2025-07-04,click
599,758,2025-04-05,visita
600,520,2024-05-27,visita
601,149,2024-06-22,click
602,619,2024-11-27,visita
603,223,2024-03-16,visita
604,419,2024-02-10,click
605,209,2024-11-12,click
606,369,2025-06-04,click
607,789,2024-05-02,click
608,262,2024-12-31,visita
609,665,2024-08-28,click
610,277,2024-07-09,visita
611,255,2024-06-12,carrito
612,102,2024-06-10,click
613,265,2024-12-20,visita
614,163,2024-03-15,click
615,293,2025-05-20,visita
616,185,2025-07-02,visita
617,596,2025-06-12,click
618,177,2025-03-23,click
619,345,2024-12-06,click
620,142,2025-01-03,visita
621,91,2024-02-29,visita
622,741,2024-08-11,visita
623,653,2025-07-25,visita
624,296,2024-01-14,visita
625,142,2024-12-28,visita
626,219,2024-01-12,click
627,178,2024-02-20,click
628,202,2025-03-22,visita
629,131,2024-03-28,click
630,492,2024-06-04,visita
631,742,2024-11-24,carrito
632,471,2024-09-22,visita
633,582,2024-07-05,visita
634,591,2024-06-08,visita
635,105,2024-03-18,click
636,18,2025-04-13,visita
637,475,2024-03-01,visita
638,27,2024-05-11,visita
639,641,2024-12-14,click
640,595,2024-10-23,click
641,539,2024-10-20,visita
642,89,2025-09-07,carrito
643,30,2024-09-29,carrito
644,11,2024-09-10,visita
645,198,2025-03-26,click
646,246,2025-05-22,click
647,282,2024-12-14,visita
648,303,2024-01-18,carrito
649,463,2024-07-07,visita
650,526,2024-01-18,click
651,103,2025-03-31,visita
652,132,2025-03-29,click
653,551,2024-05-23,visita
654,277,2025-06-01,visita
655,726,2025-09-15,carrito
656,700,2025-04-05,click
657,273,2025-04-22,visita
658,550,2024-03-27,click
659,57,2024-12-30,carrito
660,800,2024-01-15,visita
661,583,2024-07-29,click
662,453,2024-09-19,visita
663,652,2024-10-15,visita
664,541,2025-02-20,click
665,430,2024-07-07,visita
666,578,2024-03-24,visita
667,404,2025-05-13,click
668,517,2025-04-14,carrito
669,528,2024-06-18,visita
670,507,2024-06-27,visita
671,611,2025-03-17,click
672,464,2025-07-15,click
673,31,2025-08-10,visita
674,384,2024-07-09,carrito
675,545,2024-06-13,carrito
676,204,2024-11-16,visita
677,587,2025-06-12,visita
678,56,2025-07-14,visita
679,766,2024-09-21,visita
680,137,2025-01-07,visita
681,696,2024-03-29,carrito
682,288,2025-03-11,visita
683,431,2024-08-24,click
684,84,2025-07-18,visita
685,383,2025-03-26,visita
686,637,2025-07-20,visita
687,115,2025-07-30,carrito
688,118,2024-01-29,visita
689,138,2025-01-26,checkout
690,725,2024-10-24,carrito
691,422,2024-12-30,visita
692,149,2024-01-09,click
693,205,2025-09-03,visita
694,479,2024-12-01,visita
695,459,2025-04-30,visita
696,376,2024-05-30,visita
697,709,2024-04-28,visita
698,378,2025-01-03,visita
699,209,2025-06-30,click
700,651,2024-06-15,visita
701,337,2024-10-27,visita
702,531,2024-05-24,visita
703,506,2025-03-03,visita
704,106,2025-05-24,visita
705,133,2024-07-09,click
706,550,2024-05-13,click
707,578,2025-09-05,visita
708,175,2025-04-17,visita
709,658,2024-01-13,carrito
710,623,2025-07-30,carrito
711,480,2024-12-10,visita
712,679,2024-11-05,visita
713,144,2024-08-12,visita
714,186,2024-01-24,carrito
715,46,2024-07-11,click
716,596,2025-07-31,click
717,194,2024-09-14,visita
718,100,2024-07-21,visita
719,252,2025-02-14,click
720,9,2024-08-13,visita
721,237,2024-12-13,visita
722,100,2024-10-04,visita
723,421,2024-04-21,visita
724,449,2024-12-11,click
725,511,2024-08-10,visita
726,365,2025-01-21,visita
727,302,2025-05-06,visita
728,592,2024-10-11,checkout
729,455,2025-06-20,visita
730,625,2025-03-07,visita
731,447,2024-11-30,click
732,424,2025-04-14,visita
733,360,2025-08-14,visita
734,161,2025-07-17,visita
735,736,2025-07-31,visita
736,150,2025-05-18,visita
737,737,2024-08-20,visita
738,250,2024-01-06,visita
739,340,2024-03-06,carrito
740,342,2025-07-05,checkout
741,668,2025-01-09,click
742,599,2025-08-04,visita
743,164,2025-01-22,carrito
744,119,2024-04-10,click
745,43,2024-08-19,visita
746,27,2025-07-30,visita
747,622,2025-02-05,visita
748,27,2025-03-12,click
749,746,2025-06-17,click
750,734,2024-07-19,carrito
751,465,2025-05-30,visita
752,798,2024-05-24,visita
753,445,2025-02-05,click
754,641,2024-02-08,carrito
755,767,2025-04-24,visita
756,779,2024-10-01,visita
757,780,2025-09-07,visita
758,290,2025-03-01,visita
759,708,2025-04-21,click
760,661,2024-05-28,click
761,84,2024-11-21,visita
762,426,2024-04-05,soporte
763,98,2024-07-25,visita
764,42,2025-02-24,visita
765,218,2024-08-07,visita
766,678,2024-01-25,carrito
767,218,2024-09-06,visita
768,746,2024-07-06,carrito
769,66,2025-06-09,carrito
770,67,2025-04-06,carrito
771,587,2025-07-20,checkout
772,358,2025-01-19,carrito
773,227,2025-06-27,click
774,745,2025-06-09,visita
775,64,2025-01-08,visita
776,570,2025-05-21,carrito
777,434,2024-07-07,visita
778,678,2024-10-30,checkout
779,708,2024-07-14,visita
780,123,2025-07-21,visita
781,147,2025-01-26,carrito
782,722,2025-07-01,visita
783,46,2024-01-13,click
784,576,2024-09-08,click
785,174,2025-04-05,visita
786,191,2024-07-17,click
787,457,2024-07-27,click
788,463,2024-09-13,visita
789,47,2024-12-09,visita
790,29,2024-05-16,visita
791,746,2024-01-12,carrito
792,203,2024-03-07,visita
793,748,2024-11-22,visita
794,363,2025-02-08,checkout
795,747,2025-09-07,click
796,800,2024-12-12,soporte
797,101,2024-12-26,visita
798,429,2025-04-15,visita
799,287,2024-04-29,visita
800,28,2024-02-16,visita
801,100,2024-10-22,visita
802,22,2025-07-22,checkout
803,90,2025-08-11,carrito
804,678,2024-12-24,click
805,355,2024-08-21,visita
806,563,2025-07-16,checkout
807,771,2024-05-10,visita
808,659,2024-01-29,visita
809,458,2024-09-26,visita
810,616,2024-03-24,visita
811,414,2024-09-25,click
812,614,2025-02-13,visita
813,521,2025-05-11,carrito
814,460,2024-07-29,visita
815,32,2025-04-08,checkout
816,643,2025-05-09,visita
817,247,2024-06-03,click
818,405,2025-08-31,visita
819,159,2025-05-25,visita
820,753,2024-02-05,click
821,756,2024-08-02,visita
822,606,2024-05-11,checkout
823,631,2024-11-03,checkout
824,494,2024-11-23,click
825,279,2024-08-08,visita
826,361,2024-05-29,carrito
827,669,2025-08-19,carrito
828,737,2025-01-11,visita
829,381,2024-07-14,checkout
830,5,2025-04-24,visita
831,264,2024-04-06,visita
832,661,2025-09-10,visita
833,488,2024-05-04,checkout
834,195,2024-09-30,visita
835,647,2024-05-21,visita
836,119,2025-03-20,visita
837,334,2024-05-30,carrito
838,32,2024-06-13,checkout
839,463,2025-07-06,visita
840,14,2024-11-19,visita
841,397,2025-06-19,checkout
842,256,2024-12-09,visita
843,358,2024-04-18,visita
844,29,2025-03-11,carrito
845,362,2024-11-07,visita
846,769,2024-06-11,visita
847,296,2025-07-24,visita
848,604,2024-11-24,carrito
849,129,2024-06-09,visita
850,53,2024-09-19,visita
851,41,2025-06-19,visita
852,430,2025-05-21,click
853,790,2024-03-10,visita
854,177,2024-05-12,visita
855,606,2024-03-28,visita
856,378,2024-02-19,carrito
857,506,2024-01-22,visita
858,652,2025-06-11,visita
859,616,2025-05-14,visita
860,656,2025-04-14,visita
861,16,2024-02-03,visita
862,799,2025-06-01,carrito
863,150,2024-07-17,click
864,245,2024-03-26,visita
865,161,2025-03-27,carrito
866,553,2025-02-04,checkout
867,558,2025-03-08,visita
868,522,2024-03-09,carrito
869,320,2024-05-15,visita
870,37,2024-04-13,visita
871,499,2024-08-16,visita
872,94,2024-04-14,visita
873,497,2025-06-30,visita
874,380,2025-09-10,visita
875,402,2024-05-10,visita
876,783,2024-07-06,visita
877,267,2025-08-10,carrito
878,46,2024-07-27,carrito
879,579,2024-12-03,visita
880,70,2024-10-13,carrito
881,513,2024-04-24,carrito
882,308,2024-04-21,visita
883,582,2025-09-08,visita
884,150,2025-07-05,visita
885,44,2025-01-02,visita
886,95,2024-08-21,visita
887,722,2024-11-05,click
888,603,2025-07-08,visita
889,345,2024-05-04,visita
890,423,2024-12-05,visita
891,571,2024-11-30,visita
892,739,2025-05-05,visita
893,269,2025-03-30,visita
894,334,2025-02-15,visita
895,478,2025-08-16,visita
896,250,2025-09-07,checkout
897,155,2024-09-27,carrito
898,118,2025-06-22,visita
899,557,2024-04-11,click
900,783,2025-09-11,visita
901,80,2025-03-05,carrito
902,73,2025-09-03,visita
903,230,2024-03-10,soporte
904,153,2024-01-03,carrito
905,109,2024-08-01,carrito
906,23,2024-01-29,visita
907,634,2024-09-10,click
908,383,2024-12-26,click
909,678,2024-07-04,visita
910,290,2025-01-28,click
911,295,2024-01-03,visita
912,351,2025-01-03,visita
913,93,2025-02-18,visita
914,601,2024-06-17,click
915,653,2024-08-13,click
916,201,2024-07-12,click
917,342,2025-03-02,visita
918,667,2025-01-06,visita
919,284,2024-02-21,click
920,230,2024-12-11,checkout
921,597,2025-09-12,carrito
922,502,2024-09-10,visita
923,650,2025-05-03,click
924,24,2025-05-16,click
925,563,2024-03-16,visita
926,526,2024-11-25,carrito
927,594,2025-06-02,visita
928,703,2025-01-08,visita
929,281,2024-10-07,click
930,668,2024-01-10,click
931,641,2025-05-18,visita
932,657,2024-03-01,visita
933,439,2024-12-03,visita
934,738,2024-12-20,visita
935,455,2024-06-10,click
936,256,2024-05-28,visita
937,269,2025-07-26,visita
938,689,2025-08-11,visita
939,366,2024-07-16,visita
940,671,2024-02-11,visita
941,656,2024-10-30,click
942,305,2024-03-01,carrito
943,766,2025-03-10,carrito
944,128,2024-07-13,visita
945,586,2025-04-24,visita
946,744,2024-07-08,checkout
947,215,2024-01-11,checkout
948,297,2024-12-23,click
949,54,2024-06-30,click
950,239,2024-01-21,click
951,531,2025-03-13,visita
952,453,2025-05-26,visita
953,64,2024-08-20,visita
954,461,2024-01-13,visita
955,213,2024-10-11,visita
956,196,2024-10-30,visita
957,444,2025-07-28,checkout
958,220,2024-03-22,soporte
959,274,2024-08-02,visita
960,523,2024-11-12,carrito
961,135,2024-04-28,visita
962,699,2025-09-05,visita
963,14,2024-11-17,visita
964,509,2024-03-19,visita
965,550,2025-08-17,visita
966,701,2024-12-26,soporte
967,464,2024-09-30,visita
968,405,2025-01-29,visita
969,420,2025-03-15,visita
970,40,2024-06-02,visita
971,24,2024-11-11,checkout
972,755,2024-10-31,visita
973,639,2025-02-17,click
974,153,2024-11-06,checkout
975,360,2024-02-11,checkout
976,604,2025-02-27,visita
977,612,2024-03-25,soporte
978,379,2024-06-05,visita
979,442,2025-09-10,visita
980,294,2025-01-10,visita
981,191,2025-01-15,carrito
982,417,2024-12-20,visita
983,671,2024-12-01,visita
984,114,2025-01-28,visita
985,622,2024-03-27,checkout
986,770,2024-01-29,click
987,81,2025-04-23,click
988,484,2024-04-04,visita
989,706,2024-01-20,visita
990,401,2025-08-15,click
991,779,2024-07-09,visita
992,169,2024-10-07,visita
993,309,2025-01-21,visita
994,50,2025-01-01,visita
995,787,2024-05-14,visita
996,403,2025-02-09,visita
997,463,2025-06-14,visita
998,8,2025-01-03,checkout
999,707,2024-11-29,click
1000,417,2024-02-12,visita
1001,73,2024-03-26,visita
